sample_id,instrument_id,run_date,month,retention_time_min,peak_area,peak_width_min,concentration_mgL,true_value_mgL,error_mgL,error_pct,percent_recovery,rsd_pct,response_factor,peakarea_zscore,retention_deviation,is_outlier,replicate_number,residual,ewma,cusum,roll_mean,roll_std,roll_cv,slope,intercept,r2,total_runs,out_of_control,mean_peak_area,std_peak_area,ucl,lcl,out_of_control_runs,resolution,tailing,plates
S117,HPLC_01,2025-03-14,2025-03,5.47,10704.0,0.09,1.07,1.03,0.040000000000000036,3.883495145631071,103.88349514563106,0.0,10003.738317757008,1.6989641697030653,0.23533936651583698,0,1,325.5837104072398,10411.743337961656,129.89592760180312,10429.0,301.5294347157525,0.02891259322233699,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,1.8062902739188829,0.9680002124555886,59103.01234567902
S118,HPLC_01,2025-03-27,2025-03,5.47,10163.0,0.11,1.02,0.98,0.040000000000000036,4.081632653061228,104.08163265306123,0.0,9963.725490196079,0.16152340324935757,0.23533936651583698,0,1,-215.41628959276022,10312.234009694048,-417.33936651584554,10379.285714285714,232.0709046000889,0.02235904386760199,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,1.9227724147529022,0.9774115630472675,39564.82644628099
S119,HPLC_01,2025-02-25,2025-02,5.3,10558.0,0.09,1.06,1.01,0.050000000000000044,4.950495049504955,104.95049504950495,0.0,9960.377358490565,1.2840540922497543,0.06533936651583705,0,1,179.58371040723978,10316.85838429207,46.714932126691565,10215.714285714286,236.3871924658772,0.023139565756693334,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,1.9539085394052194,1.0032310686015575,55486.41975308641
S120,GC_02,2025-03-09,2025-03,3.52,9593.0,0.11,0.96,0.96,0.0,0.0,100.0,0.0,9992.708333333334,-1.4583310087258983,-0.18013157894736853,0,1,-249.26754385964887,9874.775853965866,1016.5307017544255,9872.42857142857,279.6008208993977,0.02832138200610335,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,2.2037189867060967,1.019709467018165,16384.0
S121,HPLC_01,2025-03-13,2025-03,5.35,10686.0,0.09,1.07,1.03,0.040000000000000036,3.883495145631071,103.88349514563106,0.0,9986.915887850466,1.6478108724827942,0.11533936651583687,0,1,307.5837104072398,10343.434831436405,-224.19004524887532,10313.714285714286,251.51389244976932,0.024386354467676674,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,2.4484180741543935,1.0854574944205477,56538.271604938265
S122,HPLC_01,2025-03-13,2025-03,5.18,10612.0,0.07,1.06,1.08,-0.020000000000000018,-1.8518518518518534,98.14814814814815,0.0,10011.32075471698,1.437513983910568,-0.05466063348416306,0,1,233.58371040723978,10397.147865149123,9.393665158364456,10372.42857142857,268.233018811911,0.02586019435706443,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,2.4756503121929607,0.9722769883500909,87615.99999999997
S123,HPLC_01,2025-01-21,2025-01,5.11,10780.0,0.08,1.08,1.03,0.050000000000000044,4.854368932038839,104.85436893203884,0.0,9981.48148148148,1.914944757966433,-0.12466063348416245,0,1,401.5837104072398,10393.749858754278,-1764.73303167421,10363.42857142857,291.8623289285872,0.02816271921179023,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,1.539608557453569,1.0164190140588691,65280.25
S124,GC_02,2025-01-16,2025-01,3.77,9983.0,0.07,1.0,1.02,-0.020000000000000018,-1.960784313725492,98.0392156862745,0.0,9983.0,-0.35000956895335483,0.06986842105263147,0,1,140.73245614035113,9833.567044307296,359.9035087719385,9821.285714285714,184.01061046011603,0.018735898314460025,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,2.497963524390523,0.9848015162924629,46409.469387755096
S125,HPLC_01,2025-03-16,2025-03,5.37,10414.0,0.11,1.04,1.03,0.010000000000000009,0.9708737864077678,100.97087378640776,0.0,10013.461538461539,0.8748277144875843,0.13533936651583733,0,1,35.58371040723978,10368.239096983278,-129.185520361998,10360.857142857143,195.93487742225543,0.01891106833350506,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,2.500695136997001,1.031945181073196,38131.438016528926
S126,GC_02,2025-01-03,2025-01,3.66,10100.0,0.09,1.01,0.99,0.020000000000000018,2.020202020202022,102.020202020202,0.0,10000.0,-0.017513137021591754,-0.04013157894736841,0,1,257.73245614035113,9983.033088000004,766.1271929824579,9951.714285714286,261.2410855166252,0.02625086271735489,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,2.924919380072985,1.0189560405847335,26460.44444444445
S127,HPLC_01,2025-01-20,2025-01,5.22,10282.0,0.1,1.03,1.01,0.020000000000000018,1.980198019801982,101.98019801980197,0.0,9982.52427184466,0.4997035348722619,-0.014660633484163021,0,1,-96.41628959276022,10297.187323442846,-2166.31674208145,10299.714285714286,227.31015103137167,0.02206955889510946,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,2.5440853980892424,0.9229418823503107,43597.439999999995
S128,GC_02,2025-01-27,2025-01,3.56,9673.0,0.1,0.97,0.95,0.020000000000000018,2.105263157894739,102.10526315789474,0.0,9972.164948453608,-1.2309830210802484,-0.1401315789473685,0,1,-169.26754385964887,9918.376759777011,2234.679824561419,9948.285714285714,215.55951559117557,0.021668006104974713,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,2.623449017508025,1.0627814746796782,20277.760000000002
S129,HPLC_01,2025-03-19,2025-03,5.31,10657.0,0.07,1.07,1.04,0.030000000000000027,2.8846153846153872,102.8846153846154,0.0,9959.81308411215,1.565397226961246,0.07533936651583684,0,1,278.5837104072398,10442.813060099006,233.81900452487935,10366.285714285714,278.31739332741995,0.026848323594233225,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,1.8947820028821496,1.0143387765251888,92068.89795918365
S130,GC_02,2025-03-14,2025-03,3.66,10095.0,0.1,1.01,1.03,-0.020000000000000018,-1.9417475728155356,98.05825242718447,0.0,9995.049504950495,-0.03172238624944488,-0.04013157894736841,0,1,252.73245614035113,9931.296237523457,751.7850877193414,9973.57142857143,136.6099766279315,0.013697197398775628,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,1.8341070222119398,0.9710364894495452,21432.960000000003
S131,HPLC_01,2025-03-31,2025-03,5.19,10576.0,0.09,1.06,1.08,-0.020000000000000018,-1.8518518518518534,98.14814814814815,0.0,9977.358490566037,1.3352073894700254,-0.04466063348416238,0,1,197.58371040723978,10444.72220402968,97.6651583710318,10395.42857142857,238.92457466939615,0.022983619485017773,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,2.8908002226712597,1.025796303986163,53207.11111111112
S132,HPLC_01,2025-02-22,2025-02,5.14,10433.0,0.11,1.04,1.04,0.0,0.0,100.0,0.0,10031.73076923077,0.9288228615534262,-0.09466063348416309,0,1,54.58371040723978,10384.18280584853,1241.0452488687733,10413.142857142857,168.74283053553268,0.016204793581582735,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,2.8342625519792284,1.0301412087288524,34935.008264462806
S133,GC_02,2025-03-30,2025-03,3.72,10010.0,0.08,1.0,1.02,-0.020000000000000018,-1.960784313725492,98.0392156862745,0.0,10010.0,-0.27327962312294796,0.019868421052631646,0,1,167.73245614035113,9816.795004984393,-940.8596491227509,9802.42857142857,204.9136868235468,0.020904379494364776,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,2.350572621645506,0.9874442200330822,34596.0
S134,GC_02,2025-02-24,2025-02,3.51,9702.0,0.1,0.97,1.0,-0.030000000000000027,-3.0000000000000027,97.0,0.0,10002.061855670103,-1.1485693755587003,-0.19013157894736876,0,1,-140.26754385964887,9798.863732253143,2015.627192982487,9796.142857142857,182.09377489947866,0.01858831353880318,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,1.5448812464571522,0.9099144283128511,19712.159999999993
S135,GC_02,2025-03-18,2025-03,3.57,9822.0,0.12,0.98,0.99,-0.010000000000000009,-1.010101010101011,98.98989898989899,0.0,10022.448979591836,-0.8075473940902254,-0.1301315789473687,0,1,-20.267543859648868,9849.397886219831,578.0394736842572,9820.57142857143,223.68121448678806,0.022776802359587983,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,2.341571111805081,1.0389183730816418,14161.0
S136,GC_02,2025-01-11,2025-01,3.89,10102.0,0.11,1.01,1.0,0.010000000000000009,1.0000000000000009,101.0,0.0,10001.980198019803,-0.011829437330450507,0.18986842105263158,0,1,259.73245614035113,9807.107564484088,506.7763157894806,9765.142857142857,218.84806645359458,0.022411148475264236,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,2.515991900975754,0.9761613082205868,20009.38842975207
S137,GC_02,2025-01-30,2025-01,3.78,9818.0,0.1,0.98,0.98,0.0,0.0,100.0,0.0,10018.367346938776,-0.8189147934725078,0.07986842105263126,0,1,-24.267543859648868,9853.129805314986,2344.074561403526,9833.714285714286,186.6250378751567,0.018978082182667454,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,2.4291322467670526,1.0603299306690632,22861.439999999995
S138,HPLC_01,2025-02-06,2025-02,5.04,10566.0,0.1,1.06,1.08,-0.020000000000000018,-1.8518518518518534,98.14814814814815,0.0,9967.924528301886,1.3067888910143193,-0.19466063348416274,0,1,187.58371040723978,10317.079613339341,-615.6380090497769,10259.285714285714,173.02573439203533,0.016865280801284514,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,1.9915456510609737,0.9612170044401498,40642.56
S139,GC_02,2025-01-19,2025-01,3.52,9731.0,0.11,0.97,0.97,0.0,0.0,100.0,0.0,10031.958762886597,-1.0661557300371522,-0.18013157894736853,0,1,-111.26754385964887,9892.091454598602,1059.4956140350987,9917.285714285714,154.826477371398,0.015611779455781192,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,2.4268666165975463,1.0243913518330865,16384.0
S140,HPLC_01,2025-03-01,2025-03,5.23,10601.0,0.09,1.06,1.05,0.010000000000000009,0.9523809523809532,100.95238095238095,0.0,10000.943396226414,1.4062536356092912,-0.0046606334841623465,0,1,222.58371040723978,10462.575885313408,916.3031674208087,10524.42857142857,243.55003397171498,0.023141402150126982,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,1.7142841974379344,1.0370357993709034,54030.41975308644
S141,GC_02,2025-02-15,2025-02,3.62,9834.0,0.09,0.98,0.94,0.040000000000000036,4.255319148936175,104.25531914893618,0.0,10034.69387755102,-0.7734451959433779,-0.08013157894736844,0,1,-8.267543859648868,9824.410775783861,2062.175438596518,9875.142857142857,195.4033679097556,0.019787396571019432,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,1.9314680046849224,0.9523210132630493,25885.234567901232
S142,HPLC_01,2025-02-04,2025-02,5.26,10301.0,0.09,1.03,1.01,0.020000000000000018,1.980198019801982,101.98019801980197,0.0,10000.970873786408,0.5536986819381038,0.025339366515837014,0,1,-77.41628959276022,10407.398183209765,140.85972850678445,10429.714285714286,238.50766185157175,0.02286809161956227,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,2.1689138624067095,1.005152648518344,54652.049382716046
S143,HPLC_01,2025-02-23,2025-02,5.31,10044.0,0.1,1.0,0.97,0.030000000000000027,3.092783505154642,103.09278350515466,0.0,10044.0,-0.17665672837354673,0.07533936651583684,0,1,-334.4162895927602,10306.356995743059,851.2126696832529,10312.0,186.43944503957377,0.018079853087623523,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,2.7980383004717995,1.002194469718499,45113.75999999999
S144,GC_02,2025-02-27,2025-02,3.55,10121.0,0.1,1.01,1.03,-0.020000000000000018,-1.9417475728155356,98.05825242718447,0.0,10020.79207920792,0.042165709735391355,-0.15013157894736873,0,1,278.73245614035113,9868.819667784714,2179.2894736842427,9850.285714285714,170.11242780948297,0.01726979630273786,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,2.6308187520238837,1.0064067858305483,20163.999999999993
S145,GC_02,2025-02-24,2025-02,3.77,9990.0,0.11,1.0,1.04,-0.040000000000000036,-3.8461538461538494,96.15384615384615,0.0,9990.0,-0.33011662003436043,0.06986842105263147,0,1,147.73245614035113,9837.090985802515,2163.359649122838,9782.0,157.77832550765393,0.01612945466240584,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,2.364555141752143,0.9755633235847796,18793.9173553719
S146,HPLC_01,2025-03-07,2025-03,5.34,10030.0,0.09,1.0,1.01,-0.010000000000000009,-0.990099009900991,99.00990099009901,0.0,10030.0,-0.21644262621153545,0.10533936651583709,0,1,-348.4162895927602,10258.706425282355,200.55656108596668,10293.42857142857,229.98250451055554,0.022342653170870305,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,1.873607891071921,1.0121382176875533,56327.11111111112
S147,HPLC_01,2025-03-16,2025-03,5.35,10589.0,0.08,1.06,1.1,-0.040000000000000036,-3.636363636363639,96.36363636363636,0.0,9989.622641509433,1.3721514374624435,0.11533936651583687,0,1,210.58371040723978,10412.391277586623,81.39819004524179,10418.0,195.78900207451352,0.018793338651805866,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,2.44664796432066,0.9269764067100059,71556.25
S148,GC_02,2025-03-06,2025-03,3.59,10088.0,0.1,1.01,0.96,0.050000000000000044,5.208333333333338,105.20833333333334,0.0,9988.118811881188,-0.05161533516843925,-0.11013157894736869,0,1,245.73245614035113,9840.790072544385,727.9385964912653,9863.714285714286,224.22735061072035,0.02273254720440058,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,2.2735572147810967,0.954991431459523,20620.96
S149,GC_02,2025-01-11,2025-01,3.72,9820.0,0.1,0.98,0.98,0.0,0.0,100.0,0.0,10020.408163265307,-0.8132310937813666,0.019868421052631646,0,1,-22.267543859648868,9809.68605158727,484.5087719298317,9737.857142857143,193.5281448708274,0.019873791742034647,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,2.654464363678594,1.0246139276812392,22141.440000000002
S150,HPLC_01,2025-03-23,2025-03,5.49,10408.0,0.09,1.04,1.06,-0.020000000000000018,-1.8867924528301903,98.11320754716981,0.0,10007.692307692307,0.8577766154141606,0.25533936651583744,0,1,29.583710407239778,10322.412280958577,83.82352941175668,10322.857142857143,253.5642118355943,0.02456337507402657,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,2.7141495484466214,1.0398181363338832,59536.000000000015
S151,GC_02,2025-02-13,2025-02,3.89,10093.0,0.1,1.01,0.97,0.040000000000000036,4.12371134020619,104.1237113402062,0.0,9993.069306930693,-0.03740608594058613,0.18986842105263158,0,1,250.73245614035113,9872.333546452852,2267.9780701754644,9790.285714285714,257.90289793234854,0.026342734569638124,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,2.6776547852042603,1.0409003364020208,24211.359999999997
S152,HPLC_01,2025-02-09,2025-02,5.48,10565.0,0.11,1.06,1.03,0.030000000000000027,2.9126213592233037,102.9126213592233,0.0,9966.98113207547,1.3039470411687486,0.24533936651583765,0,1,186.58371040723978,10392.116855141909,-487.96832579185866,10358.142857142857,310.4890919025586,0.02997536297623554,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,2.4478208137823794,1.0502130511890166,39709.61983471075
S153,GC_02,2025-02-22,2025-02,3.79,10089.0,0.08,1.01,0.98,0.030000000000000027,3.061224489795921,103.0612244897959,0.0,9989.10891089109,-0.048773485322868626,0.08986842105263149,0,1,246.73245614035113,9956.977494251794,2585.2324561403802,9963.714285714286,239.32802753105003,0.02401996089693101,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,2.773476654292759,1.0376830104296166,35910.25
S154,HPLC_01,2025-02-15,2025-02,5.21,10587.0,0.11,1.06,1.04,0.020000000000000018,1.9230769230769247,101.92307692307692,0.0,9987.735849056604,1.3664677377713024,-0.02466063348416281,0,1,208.58371040723978,10454.033050723758,1282.5384615384573,10451.57142857143,210.60694602573508,0.02015074455215409,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,2.441058554468116,0.9697133610296357,35893.024793388424
S155,GC_02,2025-02-27,2025-02,3.59,9550.0,0.1,0.96,0.98,-0.020000000000000018,-2.040816326530614,97.95918367346938,0.0,9947.916666666668,-1.5805305520854351,-0.11013157894736869,0,1,-292.26754385964887,9805.055734227772,1887.0219298245938,9803.857142857143,203.3473453407783,0.020741565526475703,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,2.6424436861982663,1.015309686951679,20620.96
S156,GC_02,2025-02-22,2025-02,3.53,9959.0,0.1,1.0,0.99,0.010000000000000009,1.010101010101011,101.01010101010101,0.0,9959.0,-0.4182139652470498,-0.17013157894736874,0,1,116.73245614035113,9957.381995401436,2701.9649122807314,9952.714285714286,237.2120811184999,0.02383390845037964,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,2.2078642254655305,1.0619292696381262,19937.439999999995
S157,GC_02,2025-03-02,2025-03,3.66,9535.0,0.11,0.95,1.0,-0.050000000000000044,-5.000000000000004,95.0,0.0,10036.842105263158,-1.6231582997689946,-0.04013157894736841,0,1,-307.26754385964887,9703.133800314725,1362.1491228070518,9767.285714285714,274.1834630837002,0.028071612841495685,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,2.112136066707504,1.0035439534342647,17713.19008264463
S158,GC_02,2025-03-14,2025-03,3.8,9681.0,0.08,0.97,0.95,0.020000000000000018,2.105263157894739,102.10526315789474,0.0,9980.412371134022,-1.2082482223156834,0.09986842105263127,0,1,-161.26754385964887,9881.236990018766,590.5175438596925,9909.285714285714,154.84369999638287,0.015626121242336626,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,2.695951259517412,0.9597243241877124,36100.0
S159,HPLC_01,2025-02-25,2025-02,5.01,10548.0,0.08,1.05,1.1,-0.050000000000000044,-4.545454545454549,95.45454545454545,0.0,10045.714285714284,1.255635593794048,-0.22466063348416299,0,1,169.58371040723978,10363.086707433657,216.29864253393134,10287.714285714286,251.63247954487454,0.024459512828257306,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,2.773100339985689,0.9470526184441511,62750.249999999985
S160,HPLC_01,2025-01-02,2025-01,5.35,10026.0,0.11,1.0,1.01,-0.010000000000000009,-0.990099009900991,99.00990099009901,0.0,10026.0,-0.22781002559381797,0.11533936651583687,0,1,-352.4162895927602,10232.413824000005,-378.91402714932156,10324.285714285714,319.55683599098825,0.03095195588677069,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,2.2440984385196874,0.9962008932269598,37847.93388429751
S161,HPLC_01,2025-03-13,2025-03,5.41,10798.0,0.09,1.08,1.12,-0.040000000000000036,-3.571428571428574,96.42857142857143,0.0,9998.148148148148,1.966098055186704,0.17533936651583737,0,1,419.5837104072398,10477.3182921193,428.97737556560423,10472.42857142857,279.1336938594517,0.02665415113176316,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,2.829643868885821,0.9899245814131534,57813.530864197535
S162,GC_02,2025-03-07,2025-03,3.89,9510.0,0.08,0.95,0.94,0.010000000000000009,1.0638297872340436,101.06382978723406,0.0,10010.526315789473,-1.6942045459082602,0.18986842105263158,0,1,-332.26754385964887,9792.100517142728,473.13596491231874,9864.0,262.1036690573627,0.026571742605166537,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,1.8400824479441689,0.967206308899071,37830.25
S163,GC_02,2025-01-28,2025-01,3.74,9999.0,0.1,1.0,0.97,0.030000000000000027,3.092783505154642,103.09278350515466,0.0,9999.0,-0.30453997142422484,0.039868421052631664,0,1,156.73245614035113,9921.641126257287,2387.1447368421213,9914.285714285714,205.25408179920794,0.02070286127657717,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,2.9434905136249596,0.9296806561370244,22380.16
S164,GC_02,2025-01-16,2025-01,3.78,9673.0,0.09,0.97,1.02,-0.050000000000000044,-4.901960784313729,95.09803921568627,0.0,9972.164948453608,-1.2309830210802484,0.07986842105263126,0,1,-169.26754385964887,9801.453635445838,190.63596491228964,9800.285714285714,192.37958509650883,0.019629997604669863,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,1.743063844953567,1.0098011261804631,28224.0
S165,GC_02,2025-02-03,2025-02,3.66,9782.0,0.11,0.98,0.99,-0.010000000000000009,-1.010101010101011,98.98989898989899,0.0,9981.632653061224,-0.9212213879130503,-0.04013157894736841,0,1,-60.26754385964887,9797.270817606697,1396.1315789473883,9720.0,249.58899548390906,0.025677880193817806,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,1.5105366532837228,0.9806276512155204,17713.19008264463
S166,GC_02,2025-01-28,2025-01,3.82,9994.0,0.13,1.0,0.96,0.040000000000000036,4.1666666666666705,104.16666666666667,0.0,9994.0,-0.31874922065207795,0.11986842105263129,0,1,151.73245614035113,9936.11290100583,2538.8771929824725,9966.0,163.6683638744231,0.01642267347726501,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,2.1393092333516837,0.9833939290825635,13815.289940828401
S167,HPLC_01,2025-03-28,2025-03,5.01,10271.0,0.11,1.03,1.0,0.030000000000000027,3.0000000000000027,103.0,0.0,9971.844660194174,0.46844318657098505,-0.22466063348416299,0,1,-107.41628959276022,10352.303812963353,-308.5882352941262,10363.857142857143,228.58217236654238,0.02205570466822607,9652.854567725935,362.59691889034366,0.9564094144704427,221,0,10378.41628959276,239.96203962442843,11098.302408466046,9658.530170719474,0,2.684403211425549,1.0390095874206902,33190.21487603306
S168,GC_02,2025-03-02,2025-03,3.52,10010.0,0.1,1.0,0.99,0.010000000000000009,1.010101010101011,101.01010101010101,0.0,10010.0,-0.27327962312294796,-0.18013157894736853,0,1,167.73245614035113,9764.507040251781,1529.8815789474029,9752.285714285714,254.12904483464882,0.02605840848801075,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,1.9986162242108154,0.9962957531216414,19824.639999999996
S169,GC_02,2025-02-05,2025-02,3.76,10072.0,0.1,1.01,1.03,-0.020000000000000018,-1.9417475728155356,98.05825242718447,0.0,9972.277227722772,-0.09708493269756924,0.05986842105263124,0,1,229.73245614035113,9862.342821513364,1679.793859649144,9891.42857142857,162.1294309524089,0.016390901453883052,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,2.618383006262679,0.9871361191160765,22620.159999999993
S170,GC_02,2025-01-25,2025-01,3.61,9632.0,0.09,0.96,0.97,-0.010000000000000009,-1.0309278350515474,98.96907216494846,0.0,10033.333333333334,-1.3474988647486439,-0.09013157894736867,0,1,-210.26754385964887,9876.470604924338,1672.7500000000146,9898.142857142857,245.41490621083784,0.024794035583527427,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,2.1073760705644182,0.999320098250452,25742.419753086422
S171,GC_02,2025-03-02,2025-03,3.85,9639.0,0.09,0.96,1.0,-0.040000000000000036,-4.0000000000000036,96.0,0.0,10040.625,-1.3276059158296496,0.14986842105263154,0,1,-203.26754385964887,9739.405632201426,1326.614035087754,9675.142857142857,171.55215783295526,0.017731227369558025,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,2.912494308768146,0.980530188808971,29279.012345679013
S172,GC_02,2025-02-09,2025-02,3.64,10125.0,0.07,1.01,0.97,0.040000000000000036,4.12371134020619,104.1237113402062,0.0,10024.752475247524,0.05353310911767385,-0.060131578947368425,0,1,282.73245614035113,9957.701878145792,2482.653508771953,9913.285714285714,226.70885461733582,0.022869194044375526,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,2.635392290961184,0.9841301082008562,43264.0
S173,GC_02,2025-02-03,2025-02,3.58,10091.0,0.11,1.01,1.03,-0.020000000000000018,-1.9417475728155356,98.05825242718447,0.0,9991.089108910892,-0.04308978563172738,-0.12013157894736848,0,1,248.73245614035113,9856.016654085359,1644.8640350877395,9801.142857142857,266.6179717444843,0.02720274315256807,9576.082433484811,416.1264011096664,0.9843998845685548,228,0,9842.267543859649,215.5335627024467,10488.86823196699,9195.666855752308,0,2.77978060626448,1.0194528116331827,16947.30578512397
